,ID,Amount_Requested,Amount_Funded_By_Investors,Interest_Rate,Loan_Length,Loan_Purpose,Debt_To_Income_Ratio,Home_Ownership,Monthly_Income,Open_CREDIT_Lines,Revolving_CREDIT_Balance,Inquiries_in_the_Last_6_Months,Employment_Length
1241,23345.0,35000,14869.55,0.16,60,house,0.26,MORTGAGE,6308.75,14,34883,0,10
1242,59271.0,7575,7575.0,0.1,36,debt_consolidation,0.11,RENT,2375.0,3,5640,0,3
1243,54197.0,15000,15000.0,0.13,36,other,0.17,RENT,4166.67,11,9066,0,2
1244,45525.0,24000,24000.0,0.16,60,small_business,0.01,OWN,10000.0,8,0,3,10
1245,94545.0,19800,19775.0,0.15,60,debt_consolidation,0.15,MORTGAGE,6666.67,10,46879,3,6
1246,10785.0,9250,6475.0,0.11,60,small_business,0.03,MORTGAGE,8500.0,6,105060,0,4
1247,42562.0,6000,6000.0,0.16,36,debt_consolidation,0.06,MORTGAGE,6916.67,7,6309,1,6
1248,70606.0,3500,3500.0,0.15,36,other,0.07,RENT,5000.0,2,14064,0,1
1249,102226.0,7200,5675.0,0.15,36,debt_consolidation,0.1,RENT,4500.0,7,6572,1,6
1250,56056.0,12000,12000.0,0.06,36,Personal,0.23,MORTGAGE,7500.0,8,5116,0,10
1251,53245.0,20000,20000.0,0.08,36,credit_card,0.14,RENT,7258.33,5,14268,0,9
1252,71531.0,3900,3900.0,0.12,36,debt_consolidation,0.08,MORTGAGE,2583.33,8,3724,0,1
1253,45828.0,16000,16000.0,0.19,60,credit_card,0.21,RENT,3416.67,8,26060,1,10
1254,28189.0,15000,15000.0,0.16,36,other,0.11,MORTGAGE,8583.33,6,3844,2,7
1255,55542.0,28200,28200.0,0.21,60,debt_consolidation,0.16,MORTGAGE,4833.33,18,27158,0,9
1256,26424.0,15000,14975.0,0.13,36,small_business,0.03,RENT,6666.67,3,2698,0,1
1257,27371.0,7400,7400.0,0.14,36,other,0.21,RENT,4166.25,17,6653,1,
1258,24445.0,15000,15000.0,0.11,36,debt_consolidation,0.15,RENT,5150.0,9,5116,2,2
1259,25133.0,4500,4500.0,0.06,36,debt_consolidation,0.21,RENT,3644.83,8,1058,2,1
1260,72072.0,3000,3000.0,0.14,36,debt_consolidation,0.12,RENT,4789.33,9,1353,2,10
1261,43844.0,9000,9000.0,0.14,36,debt_consolidation,0.19,RENT,5833.33,13,11637,3,8
1262,60894.0,4000,4000.0,0.09,36,credit_card,0.24,RENT,4583.33,17,11351,0,1
1263,59206.0,10000,10000.0,0.17,36,credit_card,0.22,MORTGAGE,2916.67,18,21245,0,10
1264,24426.0,6400,6400.0,0.16,60,debt_consolidation,0.24,RENT,3500.0,9,973,0,4
1265,91173.0,4325,4325.0,0.1,36,debt_consolidation,0.02,MORTGAGE,11000.0,9,75,3,
1266,56404.0,12000,12000.0,0.13,36,debt_consolidation,0.17,MORTGAGE,4583.33,9,41871,0,3
1267,75634.0,10000,10000.0,0.15,36,debt_consolidation,0.1,RENT,9000.0,12,5141,0,10
1268,93296.0,12000,12000.0,0.1,36,house,0.08,MORTGAGE,6250.0,9,11626,0,1
1269,69885.0,6000,6000.0,0.12,36,debt_consolidation,0.05,MORTGAGE,4333.33,12,9656,2,5
1270,31787.0,2200,2200.0,0.13,36,debt_consolidation,0.03,OWN,6666.67,2,10142,0,5
1271,38073.0,5000,5000.0,0.14,36,debt_consolidation,0.17,OWN,5000.0,9,14748,3,1
1272,25600.0,12000,12000.0,0.2,60,debt_consolidation,0.16,RENT,3376.0,12,8437,1,4
1273,36576.0,3000,3000.0,0.08,36,credit_card,0.22,MORTGAGE,5583.33,15,12968,0,3
1274,81991.0,30000,30000.0,0.21,60,debt_consolidation,0.17,MORTGAGE,13999.17,14,61579,0,10
1275,73434.0,10800,10800.0,0.12,36,debt_consolidation,0.27,RENT,5833.33,6,27585,0,5
1276,50956.0,10500,10500.0,0.18,36,debt_consolidation,0.12,MORTGAGE,8750.0,15,9984,3,8
1277,45189.0,10000,10000.0,0.07,36,debt_consolidation,0.05,MORTGAGE,10833.33,5,40827,0,7
1278,80144.0,24000,23950.0,0.12,36,debt_consolidation,0.27,MORTGAGE,5791.67,13,34104,0,10
1279,77251.0,16000,16000.0,0.14,36,debt_consolidation,0.03,MORTGAGE,3333.33,6,3909,0,7
1280,49782.0,15000,15000.0,0.14,36,debt_consolidation,0.13,MORTGAGE,3500.0,7,13036,1,10
1281,101411.0,9500,9500.0,0.22,36,other,0.16,RENT,4500.0,7,3673,1,3
1282,81782.0,35000,35000.0,0.19,36,debt_consolidation,0.16,MORTGAGE,18750.0,21,73813,1,4
1283,71268.0,5000,5000.0,0.08,36,debt_consolidation,0.22,MORTGAGE,4166.67,8,15502,1,
1284,38833.0,15000,15000.0,0.12,36,debt_consolidation,0.12,RENT,6250.0,6,6622,0,6
1285,69249.0,5000,5000.0,0.15,36,debt_consolidation,0.17,RENT,1750.0,3,10361,0,1
1286,5299.0,19000,18975.0,0.11,36,debt_consolidation,0.2,RENT,4548.83,12,33809,1,5
1287,61835.0,11625,11625.0,0.16,36,debt_consolidation,0.31,RENT,2860.0,14,8374,2,7
1288,64769.0,25000,25000.0,0.08,36,other,0.13,RENT,6750.0,16,17193,0,5
1289,35250.0,8000,8000.0,0.13,36,debt_consolidation,0.08,OWN,7916.67,4,1442,0,6
1290,7007.0,9800,9675.0,0.09,36,major_purchase,0.15,MORTGAGE,3583.33,12,5164,0,3
1291,2577.0,6000,5975.0,0.08,36,other,0.01,RENT,5000.0,6,7161,0,3
1292,37863.0,10200,10200.0,0.12,36,debt_consolidation,0.18,MORTGAGE,5833.33,9,9817,2,4
1293,34551.0,10500,10500.0,0.07,36,Personal,0.16,MORTGAGE,4853.33,9,2816,1,3
1294,38905.0,5000,5000.0,0.08,36,small_business,0.08,MORTGAGE,5500.0,11,16396,3,1
1295,53762.0,17500,17500.0,0.08,36,small_business,0.08,RENT,5416.67,4,17,0,1
1296,32323.0,4000,4000.0,0.19,36,other,0.11,RENT,1600.0,2,299,0,6
1297,49042.0,22000,22000.0,0.12,36,debt_consolidation,0.17,RENT,3916.67,4,22142,0,1
1298,16346.0,5000,4900.0,0.06,36,other,0.09,RENT,5520.0,10,7351,0,7
1299,100424.0,8000,8000.0,0.16,36,credit_card,0.29,MORTGAGE,6916.67,14,21498,2,4
1300,75831.0,19125,19125.0,0.18,60,other,0.29,RENT,4166.67,14,28108,3,6
1301,67863.0,16000,16000.0,0.12,36,debt_consolidation,0.18,RENT,4166.67,14,16309,0,1
1302,103546.0,4500,4500.0,0.15,36,other,0.17,OWN,6000.0,18,5197,4,2
1303,50874.0,5800,5800.0,0.22,60,other,0.12,RENT,1416.67,3,6077,2,6
1304,101548.0,10000,525.0,0.15,36,credit_card,0.06,RENT,5416.67,4,2211,6,1
1305,80841.0,16750,16750.0,0.19,36,debt_consolidation,0.09,MORTGAGE,5666.67,8,13567,1,4
1306,65855.0,3600,3600.0,0.12,36,debt_consolidation,0.27,OWN,3333.33,15,12153,1,10
1307,26919.0,10000,10000.0,0.16,36,debt_consolidation,0.12,RENT,7500.0,12,17133,1,10
1308,31098.0,6000,6000.0,0.05,36,other,0.02,OWN,4250.0,14,1838,0,10
1309,68962.0,10000,10000.0,0.08,36,Personal,0.13,MORTGAGE,7416.67,12,16297,2,10
1310,61493.0,10000,10000.0,0.18,36,credit_card,0.06,RENT,7166.67,4,15279,1,10
1311,28574.0,5000,5000.0,0.07,36,house,0.16,MORTGAGE,18750.0,10,129071,0,10
1312,69724.0,35000,34950.0,0.24,60,debt_consolidation,0.24,RENT,7331.25,16,28687,2,4
1313,33068.0,7000,7000.0,0.08,36,other,0.21,RENT,6000.0,9,6659,0,1
1314,1342.0,3000,1647.62,0.1,36,major_purchase,0.0,RENT,4583.33,3,37,0,1
1315,31200.0,28000,28000.0,0.16,36,debt_consolidation,0.06,MORTGAGE,6250.0,6,11923,1,3
1316,10264.0,15200,6800.0,0.16,60,house,0.19,MORTGAGE,12083.33,20,19712,2,2
1317,49920.0,15775,15775.0,0.15,36,other,0.03,RENT,4000.0,11,4058,1,10
1318,30441.0,30000,22425.0,0.11,36,house,0.08,MORTGAGE,22916.67,13,1945,0,4
1319,33148.0,3000,3000.0,0.1,36,other,0.05,OWN,4166.67,9,7321,3,6
1320,79022.0,15350,15350.0,0.18,36,debt_consolidation,0.15,MORTGAGE,4400.0,7,12823,0,10
1321,45222.0,26500,26500.0,0.1,60,small_business,0.17,MORTGAGE,5416.67,13,9966,0,10
1322,22768.0,6400,6400.0,0.06,60,house,0.03,MORTGAGE,6250.0,5,241,0,3
1323,96412.0,13200,13200.0,0.14,36,debt_consolidation,0.29,RENT,3833.33,9,8568,1,10
1324,29340.0,12000,12000.0,0.11,36,debt_consolidation,0.18,MORTGAGE,7300.0,9,38342,0,4
1325,73863.0,4000,4000.0,0.06,36,other,0.34,MORTGAGE,1887.0,19,55123,1,10
1326,32269.0,2500,2500.0,0.07,36,house,0.11,MORTGAGE,6166.67,14,24495,0,10
1327,45097.0,28000,27925.0,0.19,36,debt_consolidation,0.09,MORTGAGE,6666.67,6,14189,2,
1328,62353.0,9000,8975.0,0.09,36,debt_consolidation,0.07,RENT,12500.0,4,12964,0,5
1329,53042.0,6600,6600.0,0.06,36,house,0.17,MORTGAGE,6250.0,14,17258,0,10
1330,92363.0,27050,27050.0,0.17,60,credit_card,0.28,MORTGAGE,5025.0,13,40037,1,10
1331,27374.0,4800,4800.0,0.16,36,major_purchase,0.0,RENT,4583.33,2,0,0,6
1332,67953.0,7550,7550.0,0.1,36,debt_consolidation,0.04,MORTGAGE,8333.33,10,10204,0,2
1333,5880.0,10000,10000.0,0.08,36,debt_consolidation,0.0,MORTGAGE,7083.33,9,2994,4,10
1334,3031.0,12500,12275.0,0.11,36,credit_card,0.12,RENT,4333.33,6,12568,2,8
1335,92244.0,27575,27575.0,0.19,36,debt_consolidation,0.19,RENT,5166.67,6,14935,1,10
1336,61500.0,20000,20000.0,0.13,36,debt_consolidation,0.04,MORTGAGE,7238.92,6,11751,3,10
1337,7002.0,15000,14900.0,0.15,36,major_purchase,0.09,RENT,3000.0,8,0,2,1
1338,53002.0,18000,18000.0,0.09,36,house,0.13,MORTGAGE,10500.0,15,4856,2,1
1339,32737.0,5400,5375.0,0.09,36,small_business,0.06,RENT,3000.0,2,90,2,
1340,47286.0,23000,22950.0,0.16,36,credit_card,0.16,RENT,7083.33,8,9664,2,4
1341,16577.0,8000,7950.0,0.06,36,house,0.2,OWN,5833.33,8,0,0,3
1342,35530.0,3000,2950.0,0.13,36,debt_consolidation,0.04,OWN,1200.0,4,1643,0,1
1343,23575.0,7200,7200.0,0.07,36,credit_card,0.12,MORTGAGE,7083.33,6,15933,1,3
1344,99508.0,15350,15350.0,0.16,36,credit_card,0.07,MORTGAGE,5666.67,6,8128,0,1
1345,72670.0,6000,6000.0,0.12,36,other,0.21,RENT,3333.33,8,4638,0,2
1346,2882.0,15000,8081.65,0.13,36,debt_consolidation,0.13,MORTGAGE,2583.33,3,4923,2,9
1347,20093.0,5000,5000.0,0.13,60,other,0.13,RENT,4416.67,13,7686,0,1
1348,9020.0,2575,2575.0,0.07,36,Personal,0.05,RENT,6875.0,6,4678,2,3
1349,52639.0,1800,1800.0,0.14,36,other,0.24,RENT,4250.0,11,5757,0,5
1350,76348.0,10000,10000.0,0.14,36,,0.26,MORTGAGE,5416.67,6,18652,1,6
1351,57727.0,7750,7750.0,0.11,36,debt_consolidation,0.07,MORTGAGE,2916.67,5,6889,0,6
1352,91915.0,12000,12000.0,0.16,36,debt_consolidation,0.29,RENT,5666.67,21,16822,2,3
1353,97696.0,10000,10000.0,0.06,36,debt_consolidation,0.16,MORTGAGE,8333.33,11,14832,0,10
1354,51525.0,4950,4950.0,0.14,36,debt_consolidation,0.14,MORTGAGE,4166.67,15,8379,0,5
1355,41626.0,8400,8350.0,0.06,36,Personal,0.15,MORTGAGE,3200.0,6,10576,0,
1356,71634.0,3500,3500.0,0.12,36,other,0.18,MORTGAGE,5416.67,15,4067,3,1
1357,51795.0,12000,12000.0,0.16,36,credit_card,0.0,MORTGAGE,7083.33,16,16993,2,7
1358,73201.0,18000,18000.0,0.22,60,credit_card,0.17,MORTGAGE,5562.92,13,14866,3,7
1359,31566.0,14675,14650.0,0.13,60,debt_consolidation,0.29,RENT,3167.0,7,21088,1,6
1360,90826.0,13000,13000.0,0.14,36,credit_card,0.16,RENT,3250.0,6,6930,0,2
1361,64262.0,15000,15000.0,0.13,36,debt_consolidation,0.33,RENT,4166.67,10,13198,0,9
1362,2749.0,8250,8205.63,0.09,36,credit_card,0.24,MORTGAGE,3300.0,17,29576,2,8
1363,73233.0,6900,6900.0,0.14,36,credit_card,0.18,OWN,4166.67,9,9720,1,10
1364,88842.0,35000,35000.0,0.2,60,debt_consolidation,0.13,MORTGAGE,10416.67,14,26487,4,2
1365,8773.0,25000,23995.24,0.11,36,debt_consolidation,0.12,RENT,11166.67,6,28556,0,7
1366,94795.0,9600,9600.0,0.11,36,debt_consolidation,0.21,MORTGAGE,3833.33,9,44403,1,5
1367,71783.0,9000,8975.0,0.07,36,debt_consolidation,0.17,MORTGAGE,6750.0,7,12553,2,7
1368,65113.0,6500,6500.0,0.09,36,credit_card,0.31,MORTGAGE,6000.0,14,61865,2,1
1369,5189.0,1750,1750.0,0.11,36,credit_card,0.08,RENT,1833.33,4,1838,0,2
1370,20592.0,5000,5000.0,0.05,36,other,0.23,RENT,2833.33,7,4573,0,3
1371,71038.0,6000,6000.0,0.16,36,debt_consolidation,0.16,RENT,2500.0,5,5892,1,4
1372,72764.0,25000,25000.0,0.14,36,debt_consolidation,0.19,RENT,6083.33,19,14666,0,10
1373,77043.0,13000,13000.0,0.14,36,debt_consolidation,0.11,MORTGAGE,3358.33,7,6327,1,10
1374,51326.0,5875,5875.0,0.08,36,other,0.15,RENT,5416.67,15,2617,2,4
1375,57788.0,5000,5000.0,0.16,36,debt_consolidation,0.21,RENT,4583.33,19,11991,1,6
1376,13386.0,16000,7925.0,0.16,60,debt_consolidation,0.17,MORTGAGE,5500.0,6,6842,0,9
1377,17877.0,12000,12000.0,0.1,60,small_business,0.14,MORTGAGE,6666.67,10,6969,1,4
1378,88396.0,35000,35000.0,0.12,36,debt_consolidation,0.2,MORTGAGE,13933.33,18,24288,0,1
1379,19466.0,4800,4775.0,0.06,36,other,0.12,RENT,2800.0,6,9228,0,3
1380,19859.0,6500,6500.0,0.11,36,credit_card,0.14,MORTGAGE,2253.0,11,7558,1,2
1381,19297.0,25000,25000.0,0.13,36,other,0.04,MORTGAGE,11500.0,4,6578,0,1
1382,82626.0,1000,1000.0,0.08,36,debt_consolidation,0.06,MORTGAGE,9333.33,6,350,4,2
1383,8078.0,16000,16000.0,0.13,36,debt_consolidation,0.15,MORTGAGE,4166.67,6,1962,1,2
1384,102374.0,7675,2275.0,0.15,36,other,0.18,MORTGAGE,11666.67,13,12578,0,9
1385,78732.0,13600,13600.0,0.09,36,debt_consolidation,0.11,RENT,10000.0,15,18028,0,10
1386,71751.0,12000,12000.0,0.15,36,debt_consolidation,0.33,RENT,5500.0,21,13559,1,3
1387,20020.0,15000,15000.0,0.1,36,house,0.27,MORTGAGE,5250.0,11,44850,1,10
1388,89844.0,7125,7125.0,0.18,36,debt_consolidation,0.11,MORTGAGE,5636.75,14,5383,2,8
1389,35991.0,35000,34977.35,0.22,60,house,0.14,RENT,20833.33,12,79792,0,6
1390,92975.0,11575,11575.0,0.13,60,debt_consolidation,0.18,MORTGAGE,3750.0,12,18790,1,10
1391,5274.0,5000,5000.0,0.07,36,major_purchase,0.14,RENT,6000.0,7,1751,0,6
1392,48009.0,5000,5000.0,0.08,36,debt_consolidation,0.03,OWN,2500.0,5,4864,0,3
1393,1046.0,5000,527.49,0.13,36,debt_consolidation,0.13,RENT,4833.0,10,9816,0,4
1394,35719.0,7000,7000.0,0.08,36,debt_consolidation,0.13,MORTGAGE,6250.0,13,19848,0,10
1395,102294.0,20000,16755.89,0.15,36,debt_consolidation,0.25,MORTGAGE,6916.67,10,26938,0,10
1396,22561.0,7000,7000.0,0.07,36,debt_consolidation,0.17,RENT,4583.33,13,6897,0,5
1397,7816.0,20000,19900.0,0.1,36,debt_consolidation,0.18,MORTGAGE,7833.33,14,49898,0,5
1398,47745.0,6000,6000.0,0.08,36,major_purchase,0.2,MORTGAGE,7750.0,16,7533,1,8
1399,21458.0,14000,14000.0,0.08,36,major_purchase,0.11,MORTGAGE,21666.67,14,13850,3,1
1400,62166.0,30000,30000.0,0.19,36,debt_consolidation,0.15,MORTGAGE,9166.67,20,22299,1,1
1401,42655.0,18225,18200.0,0.18,36,debt_consolidation,0.25,MORTGAGE,5000.0,12,16398,2,7
1402,19255.0,12000,12000.0,0.07,36,other,0.16,MORTGAGE,11667.0,9,113671,0,4
1403,51684.0,10000,10000.0,0.12,36,debt_consolidation,0.13,MORTGAGE,5833.33,8,13885,0,6
1404,22667.0,16300,16275.0,0.15,36,credit_card,0.24,MORTGAGE,5222.0,11,40988,1,10
1405,587.0,11000,2116.76,0.14,36,debt_consolidation,0.21,OWN,4167.0,14,17436,0,2
1406,13863.0,25000,20850.0,0.16,60,small_business,0.01,MORTGAGE,5666.67,2,0,4,10
1407,89627.0,24000,24000.0,0.12,36,debt_consolidation,0.29,MORTGAGE,7500.0,12,14804,1,1
1408,32044.0,6000,6000.0,0.07,36,major_purchase,0.09,OWN,2462.75,11,8644,0,2
1409,25141.0,10000,9975.0,0.11,60,debt_consolidation,0.23,MORTGAGE,5623.33,11,26898,1,10
1410,65250.0,2000,2000.0,0.09,36,other,0.24,OWN,3000.0,5,2117,1,10
1411,87148.0,6625,6600.0,0.11,36,credit_card,0.1,OWN,1916.67,10,5449,0,
1412,102167.0,20000,6350.01,0.17,36,debt_consolidation,0.21,RENT,5333.33,11,11881,4,1
1413,3630.0,12000,11925.0,0.1,36,other,0.09,MORTGAGE,6250.0,8,5212,2,1
1414,20690.0,4200,4200.0,0.07,36,debt_consolidation,0.07,RENT,5133.33,4,5475,1,4
1415,103394.0,6950,6875.0,0.13,36,other,0.13,MORTGAGE,7916.67,5,1593,4,10
1416,32875.0,6000,6000.0,0.08,36,major_purchase,0.05,MORTGAGE,10916.0,18,6317,4,6
1417,29116.0,8400,8400.0,0.11,36,debt_consolidation,0.25,MORTGAGE,7583.0,9,342,0,1
1418,14340.0,5000,5000.0,0.08,36,house,0.17,MORTGAGE,5833.33,18,19771,2,10
1419,82457.0,4750,4750.0,0.1,36,credit_card,0.32,MORTGAGE,3500.0,15,36512,0,10
1420,12895.0,15000,14925.0,0.11,60,other,0.18,RENT,5761.0,12,2691,2,10
1421,98544.0,12000,12000.0,0.16,36,house,0.05,MORTGAGE,2916.67,13,10360,2,5
1422,1324.0,4000,212.0,0.08,36,other,0.11,RENT,3417.0,11,2775,3,1
1423,16593.0,12800,12700.0,0.13,60,debt_consolidation,0.09,RENT,5166.67,7,7942,0,5
1424,36466.0,12000,11950.0,0.09,60,other,0.1,MORTGAGE,9866.0,9,2787,0,4
1425,37814.0,9425,9425.0,0.13,36,credit_card,0.16,RENT,3750.0,12,15116,0,8
1426,43682.0,28000,28000.0,0.12,36,debt_consolidation,0.03,MORTGAGE,27083.33,5,12888,1,5
1427,70424.0,30000,29975.0,0.21,60,debt_consolidation,0.17,MORTGAGE,8666.67,8,47503,0,6
1428,27552.0,9600,9600.0,0.18,36,debt_consolidation,0.15,MORTGAGE,5166.67,8,13041,1,10
1429,3606.0,7800,7242.07,0.13,36,debt_consolidation,0.17,RENT,6000.0,8,13835,0,4
1430,39094.0,12000,12000.0,0.11,36,debt_consolidation,0.26,RENT,5833.33,15,24893,3,10
1431,83231.0,9600,9600.0,0.15,36,debt_consolidation,0.13,MORTGAGE,6000.0,13,11407,2,10
1432,9533.0,6000,6000.0,0.11,36,credit_card,0.23,MORTGAGE,5000.0,15,46125,1,2
1433,19581.0,7500,7500.0,0.11,60,debt_consolidation,0.24,RENT,1820.0,13,4409,2,2
1434,50339.0,7000,6950.0,0.06,36,debt_consolidation,0.08,OWN,2750.0,8,10860,0,4
1435,35460.0,10000,10000.0,0.12,36,debt_consolidation,0.06,RENT,4333.33,8,7072,0,10
1436,102138.0,3200,2799.99,0.13,36,credit_card,0.17,MORTGAGE,6476.0,14,80837,4,10
1437,13279.0,13000,12850.0,0.1,36,debt_consolidation,0.12,MORTGAGE,10533.33,13,37252,0,1
1438,71487.0,35000,35000.0,0.25,60,debt_consolidation,0.08,MORTGAGE,10000.0,12,21391,2,10
1439,97364.0,20800,20775.0,0.07,36,credit_card,0.16,MORTGAGE,10833.33,11,15192,0,10
1440,77135.0,1600,1600.0,0.16,36,debt_consolidation,0.08,RENT,2666.67,7,5504,2,6
1441,67373.0,10050,9900.0,0.06,36,small_business,0.21,RENT,2500.0,11,13669,0,9
1442,51379.0,8000,7997.85,0.18,36,debt_consolidation,0.21,MORTGAGE,8583.33,15,14584,3,5
1443,97075.0,16000,16000.0,0.12,36,debt_consolidation,0.24,RENT,6250.0,8,10304,2,1
1444,46056.0,11700,11675.0,0.08,36,house,0.06,MORTGAGE,3320.83,11,14301,0,10
1445,72277.0,13475,13475.0,0.12,36,debt_consolidation,0.28,MORTGAGE,5666.67,12,7722,1,7
1446,31190.0,14500,14500.0,0.05,36,house,0.07,MORTGAGE,10000.0,9,40,0,10
1447,103224.0,5000,5000.0,0.15,36,other,0.06,RENT,3083.33,8,4680,4,5
1448,53652.0,13600,13575.0,0.07,36,debt_consolidation,0.17,MORTGAGE,11250.0,11,77377,1,4
1449,75321.0,2200,2200.0,0.09,36,debt_consolidation,0.14,RENT,7083.33,10,14980,1,10
1450,49761.0,9000,9000.0,0.1,36,credit_card,0.19,MORTGAGE,5833.33,12,12035,0,10
1451,87513.0,27925,27925.0,0.22,60,debt_consolidation,0.04,MORTGAGE,7000.0,14,9914,2,
1452,80353.0,9450,9450.0,0.14,36,debt_consolidation,0.25,RENT,2916.67,12,11555,0,4
1453,25236.0,15175,15175.0,0.2,60,debt_consolidation,0.19,RENT,4333.33,6,18049,0,8
1454,30497.0,10000,10000.0,0.07,36,debt_consolidation,0.08,RENT,3166.67,4,0,0,1
1455,96700.0,16000,16000.0,0.16,36,debt_consolidation,0.21,RENT,5416.67,13,14246,1,1
1456,85272.0,13200,13200.0,0.15,36,debt_consolidation,0.09,MORTGAGE,3333.33,10,5400,3,10
1457,60220.0,20000,20000.0,0.19,60,other,0.06,RENT,15416.67,13,15026,3,1
1458,78437.0,8500,8500.0,0.18,36,other,0.18,RENT,2583.33,9,13718,0,2
1459,40066.0,3000,3000.0,0.14,36,debt_consolidation,0.11,OWN,3833.0,11,5515,1,1
1460,91905.0,10000,10000.0,0.15,36,credit_card,0.19,MORTGAGE,5583.33,16,12723,1,2
1461,99247.0,14075,14075.0,0.16,36,debt_consolidation,0.11,MORTGAGE,10416.67,10,7653,3,10
1462,62996.0,19000,19000.0,0.2,60,credit_card,0.2,RENT,4500.0,13,11388,1,3
1463,2088.0,25000,11696.88,0.13,36,small_business,0.06,MORTGAGE,8666.67,9,1900,4,10
1464,84001.0,9000,9000.0,0.13,36,credit_card,0.24,MORTGAGE,4229.17,11,7496,0,1
1465,80275.0,6775,6775.0,0.13,36,debt_consolidation,0.1,RENT,6666.67,14,5457,2,1
1466,24608.0,2200,2200.0,0.15,36,debt_consolidation,0.16,RENT,2500.0,7,2476,2,2
1467,2891.0,10800,10550.0,0.08,36,house,0.07,MORTGAGE,11250.0,7,10232,2,1
1468,94245.0,16800,16800.0,0.14,60,debt_consolidation,0.22,MORTGAGE,6666.67,14,23740,0,1
1469,25703.0,3500,3500.0,0.16,36,house,0.14,MORTGAGE,6833.33,7,11526,3,8
1470,24038.0,9250,9250.0,0.19,60,debt_consolidation,0.19,MORTGAGE,4448.0,9,22704,0,10
1471,31842.0,23400,23400.0,0.07,36,debt_consolidation,0.16,RENT,5580.0,6,2086,0,1
1472,81514.0,10375,10375.0,0.08,36,debt_consolidation,0.28,MORTGAGE,4500.0,7,0,0,5
1473,66437.0,9325,9300.0,0.14,36,debt_consolidation,0.21,RENT,3333.33,10,27007,1,1
1474,49263.0,18000,18000.0,0.21,60,debt_consolidation,0.16,RENT,6500.0,10,4256,0,10
1475,68113.0,5375,5375.0,0.09,36,debt_consolidation,0.29,RENT,3416.67,6,3007,2,1
1476,99898.0,3700,3700.0,0.16,36,credit_card,0.32,RENT,3000.0,9,14151,0,1
1477,65485.0,19125,19125.0,0.18,36,debt_consolidation,0.09,RENT,4166.67,8,19761,3,10
1478,67349.0,1625,1625.0,0.15,36,major_purchase,0.04,OWN,1666.67,3,1759,4,3
1479,39590.0,26000,25975.0,0.17,60,house,0.12,MORTGAGE,4416.67,5,7560,1,10
1480,36450.0,6650,6650.0,0.18,60,debt_consolidation,0.17,MORTGAGE,3084.0,16,5646,2,3
1481,31456.0,1000,1000.0,0.11,36,debt_consolidation,0.21,RENT,4666.67,16,26558,0,10
1482,2407.0,18000,17896.62,0.14,36,other,0.08,MORTGAGE,5833.33,5,18505,1,3
1483,3841.0,8000,7975.0,0.13,36,other,0.17,MORTGAGE,3521.0,13,4075,0,3
1484,103033.0,4575,4575.0,0.16,36,credit_card,0.14,OWN,5833.33,25,82586,2,2
1485,52353.0,35000,34950.0,0.22,60,debt_consolidation,0.19,MORTGAGE,14166.67,14,51314,3,3
1486,51625.0,10000,10000.0,0.12,36,debt_consolidation,0.12,MORTGAGE,4375.0,7,11070,0,5
1487,91179.0,32350,32350.0,0.18,36,debt_consolidation,0.2,OWN,6000.0,15,39513,1,3
1488,16680.0,16000,16000.0,0.13,36,debt_consolidation,0.16,MORTGAGE,3600.0,9,26357,2,3
1489,73961.0,13750,13750.0,0.14,36,credit_card,0.25,RENT,3000.0,12,16734,1,1
1490,95827.0,5600,5600.0,0.11,36,credit_card,0.28,MORTGAGE,11666.67,18,194205,0,10
1491,79106.0,21000,20950.0,0.24,60,debt_consolidation,0.25,RENT,7458.33,14,11973,0,10
1492,53903.0,12000,12000.0,0.08,36,house,0.22,MORTGAGE,5416.67,8,28146,0,10
1493,31290.0,12000,12000.0,0.13,36,debt_consolidation,0.16,MORTGAGE,6250.0,13,13528,1,7
1494,26608.0,3600,3600.0,0.14,36,other,0.1,RENT,5750.0,8,10766,2,4
1495,16549.0,25000,15175.0,0.16,60,debt_consolidation,0.22,MORTGAGE,7083.33,8,9133,0,4
1496,16631.0,8400,8400.0,0.09,60,other,0.22,MORTGAGE,4833.33,6,19187,0,3
1497,92743.0,24375,24300.0,0.16,60,debt_consolidation,0.31,MORTGAGE,4708.33,18,49136,0,10
1498,83058.0,8575,8575.0,0.16,36,debt_consolidation,0.34,MORTGAGE,4541.67,15,5180,1,10
1499,87620.0,13800,13800.0,0.12,36,debt_consolidation,0.17,RENT,4250.0,8,11366,0,1
1500,31254.0,17000,17000.0,0.11,36,debt_consolidation,0.14,RENT,5083.33,9,13883,0,4
1501,58027.0,11000,11000.0,0.14,36,debt_consolidation,0.13,MORTGAGE,4666.67,8,10482,0,6
1502,12131.0,7800,7800.0,0.14,36,other,0.22,RENT,2508.33,5,25780,0,1
1503,30255.0,3725,3725.0,0.11,36,credit_card,0.19,RENT,11666.67,21,43987,0,10
1504,57001.0,11000,11000.0,0.17,36,other,0.11,MORTGAGE,5000.0,7,10070,3,10
1505,61049.0,8500,8500.0,0.15,36,debt_consolidation,0.08,RENT,3333.33,5,8844,0,1
1506,58569.0,10000,10000.0,0.1,36,credit_card,0.07,RENT,4583.33,14,13511,0,7
1507,37224.0,12000,12000.0,0.12,60,debt_consolidation,0.23,MORTGAGE,4000.0,8,15010,0,10
